cld	<a href="https://pfam.xfam.org/family/PF06778" target="_blank">PF06778</a> - chlorite dismutase
E3.8.1.2	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/TIGR01428" target="_blank">TIGR01428</a> - haloacid dehalogenase, type II
pceA	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/TIGR02486" target="_blank">TIGR02486</a> - reductive dehalogenase
