coxL	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/TIGR02416" target="_blank">TIGR02416</a> - carbon-monoxide dehydrogenase, large subunit
coxM	CO oxidation coxM <a href="https://doi.org/10.1038/ncomms13219" target="_blank">Custom Model</a>
coxS	CO oxidation coxS <a href="https://doi.org/10.1038/ncomms13219" target="_blank">Custom Model</a>
